first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_2;ALG_catch24_kmeans_4
2019-02-15 02:06:30+00:00;2019-02-15 02:10:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 02:06:30+0000', tz='UTC'), Timestamp('2019-02-15 02:10:30+0000', tz='UTC'), None);0;1
2019-02-15 02:20:30+00:00;2019-02-15 02:21:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-15 02:20:30+0000', tz='UTC'), Timestamp('2019-02-15 02:21:30+0000', tz='UTC'), None);1;0
2019-02-15 02:24:30+00:00;2019-02-15 02:27:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-15 02:24:30+0000', tz='UTC'), Timestamp('2019-02-15 02:27:00+0000', tz='UTC'), None);1;2
2019-02-15 02:35:30+00:00;2019-02-15 02:37:30+00:00;0 days 00:02:00;slice(Timestamp('2019-02-15 02:35:30+0000', tz='UTC'), Timestamp('2019-02-15 02:37:30+0000', tz='UTC'), None);1;2
2019-02-15 02:44:30+00:00;2019-02-15 02:47:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-15 02:44:30+0000', tz='UTC'), Timestamp('2019-02-15 02:47:00+0000', tz='UTC'), None);1;2
2019-02-15 02:54:30+00:00;2019-02-15 02:55:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-15 02:54:30+0000', tz='UTC'), Timestamp('2019-02-15 02:55:30+0000', tz='UTC'), None);1;0
2019-02-15 02:59:30+00:00;2019-02-15 03:03:00+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 02:59:30+0000', tz='UTC'), Timestamp('2019-02-15 03:03:00+0000', tz='UTC'), None);1;2
2019-02-15 03:14:00+00:00;2019-02-15 03:16:30+00:00;0 days 00:02:30;slice(Timestamp('2019-02-15 03:14:00+0000', tz='UTC'), Timestamp('2019-02-15 03:16:30+0000', tz='UTC'), None);1;2
2019-02-15 03:23:00+00:00;2019-02-15 03:34:30+00:00;0 days 00:11:30;slice(Timestamp('2019-02-15 03:23:00+0000', tz='UTC'), Timestamp('2019-02-15 03:34:30+0000', tz='UTC'), None);0;1
2019-02-15 03:40:30+00:00;2019-02-15 03:41:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-15 03:40:30+0000', tz='UTC'), Timestamp('2019-02-15 03:41:30+0000', tz='UTC'), None);1;0
2019-02-15 03:45:00+00:00;2019-02-15 03:47:30+00:00;0 days 00:02:30;slice(Timestamp('2019-02-15 03:45:00+0000', tz='UTC'), Timestamp('2019-02-15 03:47:30+0000', tz='UTC'), None);1;2
2019-02-15 03:55:00+00:00;2019-02-15 03:56:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-15 03:55:00+0000', tz='UTC'), Timestamp('2019-02-15 03:56:00+0000', tz='UTC'), None);1;0
2019-02-15 04:01:00+00:00;2019-02-15 04:11:30+00:00;0 days 00:10:30;slice(Timestamp('2019-02-15 04:01:00+0000', tz='UTC'), Timestamp('2019-02-15 04:11:30+0000', tz='UTC'), None);0;1
2019-02-15 04:16:00+00:00;2019-02-15 04:24:30+00:00;0 days 00:08:30;slice(Timestamp('2019-02-15 04:16:00+0000', tz='UTC'), Timestamp('2019-02-15 04:24:30+0000', tz='UTC'), None);0;1
2019-02-15 04:29:30+00:00;2019-02-15 04:32:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-15 04:29:30+0000', tz='UTC'), Timestamp('2019-02-15 04:32:00+0000', tz='UTC'), None);1;2
2019-02-15 04:41:30+00:00;2019-02-15 04:42:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-15 04:41:30+0000', tz='UTC'), Timestamp('2019-02-15 04:42:30+0000', tz='UTC'), None);1;0
2019-02-15 04:47:30+00:00;2019-02-15 04:50:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-15 04:47:30+0000', tz='UTC'), Timestamp('2019-02-15 04:50:00+0000', tz='UTC'), None);1;2
2019-02-15 04:57:00+00:00;2019-02-15 04:58:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-15 04:57:00+0000', tz='UTC'), Timestamp('2019-02-15 04:58:30+0000', tz='UTC'), None);1;2
2019-02-15 05:00:30+00:00;2019-02-15 05:03:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-15 05:00:30+0000', tz='UTC'), Timestamp('2019-02-15 05:03:00+0000', tz='UTC'), None);1;2
2019-02-15 05:17:00+00:00;2019-02-15 05:19:30+00:00;0 days 00:02:30;slice(Timestamp('2019-02-15 05:17:00+0000', tz='UTC'), Timestamp('2019-02-15 05:19:30+0000', tz='UTC'), None);1;2
2019-02-15 05:32:30+00:00;2019-02-15 05:33:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-15 05:32:30+0000', tz='UTC'), Timestamp('2019-02-15 05:33:30+0000', tz='UTC'), None);1;0
